med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id_PAAX,third_party_id_GW,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
SUD202306-41,Sudan,625,,Cairo,EGY,31.2358,30.0444,1,6,2023,Egypt,CON_82,CON_82,651,1,,Egypt-neighbours,1,1,0,,,"In a bid to break the political stalemate between a number of political groups in Sudan over important but thorny issues in the Final Agreement on the coming transitional period, Egypt proposed a new platform for dialogue between the parties. The parties and groups that signed the Framework Agreement with the military junta in Khartoum on December 5 say they reject the Egyptian initiative for an inter-Sudanese dialogue platform to be held in Cairo.",https://www.dabangasudan.org/en/all-news/article/framework-agreement-signatories-reject-egyptian-dialogue-proposal,MR
SUD202306-42,Sudan,625,,,,,,2,6,2023,Brazil; Russia; India; China; South Africa,CON_15;CON_21;CON_70;CON_20;CON_221,CON_15; CON_21; CON_70; CON_20; CON_221,140; 365; 750; 710; 560,5,,BRICS,0,,0,,,"The meeting addressed concerns about the outbreak of violence in Sudan, urging an immediate cessation of hostilities and unimpeded access to humanitarian assistance, while welcoming efforts by various international organizations and countries in seeking solutions for the crisis.",https://allafrica.com/stories/202306060456.html,MR
SUD202306-43,Sudan,625,,Addis Ababa,ETH,38.74,9.03,2,6,2023,African Union; League of Arab States; EU; IGAD; UN; Egypt; Chad; Ethiopia; Kenya; Saudi Arabia; South Sudan; UAE; United Kingdom; United States,IGO_87;IGO_346;IGO_5;IGO_312;IGO_49;CON_82;CON_157;CON_159;CON_172;CON_419;CON_173;CON_591;CON_19;CON_3,IGO_87; IGO_346; IGO_5; IGO_312; IGO_49; CON_82; CON_157; CON_159; CON_172; CON_419; CON_173; CON_591; CON_19; CON_3,; ; ; ; ; 651; 483; 530; 501; 670; 626; 696; 200; 2,14,Mohamed El-Hacen Lebatt,,0,,0,,,"On 2 and 15 June, in Addis Ababa, the African Union convened meetings of the core group of the expanded mechanism on the Sudan crisis established in the context of the African Union road map, to discuss the way forward. Participants included representatives of the African Union, the League of Arab States, the European Union, IGAD, the United Nations, Egypt, Chad, Ethiopia, Kenya, Saudi Arabia, South Sudan,the United Arab Emirates, the United Kingdom of Great Britain and Northern Ireland and the United States.","
https://reliefweb.int/report/sudan/third-meeting-expanded-mechanism-resolution-sudan-conflict;
https://digitallibrary.un.org/record/4020349?ln=en&v=pdf",MR
SUD202306-44,Sudan,625,,Jeddah,SAU,39.1728,21.5433,6,6,2023,Saudi Arabia; United States,CON_419;CON_3,CON_419; CON_3,670; 2,2,,US-Saudi Arabia,2+,1,0,,,"Sudan's warring military factions are restarting ceasefire talks sponsored by the United States and Saudi Arabia,",https://www.thejournal.ie/sudan-conflict-peace-deal-expired-6085286-Jun2023/; https://www.thedailystar.net/news/world/africa-rest-the-world/news/fighting-rages-sudan-3337771; https://www.marketscreener.com/news/latest/Sudanese-warring-factions-to-resume-indirect-talks-as-clashes-intensify--44049176/; https://www.albawaba.com/news/warring-parties-sudan-resume-ceasefire-talks-1521901; https://www.newdelhitimes.com/sudanese-warring-factions-to-resume-indirect-talks-as-clashes-intensify/,M
SUD202306-45,Sudan,625,,Addis Ababa,ETH,38.74,9.03,7,6,2023,UNITAMS; African Union; IGAD; League of Arab States,GP-85;IGO_87;IGO_312;IGO_346,; IGO_87; IGO_312; IGO_346,; ; ; ,4,,,0,,0,,,"The Special Representative for the Sudan engaged closely with the African Union, IGAD and the League of Arab States, including during visits to Addis Ababa from 7 to 9 June and 3 to 5 July.",https://digitallibrary.un.org/record/4020349?ln=en&v=pdf,MR
SUD202306-46,Sudan,625,,Jeddah,SAU,39.1728,21.5433,9,6,2023,United States; Saudi Arabia,CON_3;CON_419,CON_3; CON_419,2; 670,2,,US-Saudi Arabia,2+,1,1,24-hour ceasefire starting 10 June,,The military and the RSF agreed to a new 24-hour cease-fire set to start Saturday at 6 a.m. Sudan time.,https://globalnews.ca/news/9758336/un-envoy-sudan/;%20https://www.clickorlando.com/news/world/2023/06/09/sudans-government-declares-un-envoy-a-mediator-in-the-conflict-no-longer-welcome/;%20https://www.thenationalnews.com/mena/2023/06/08/sudan-rivals-could-use-drones-to-monitor-24-hour-truce/;%20https://www.firstpost.com/world/sudan-warring-parties-agree-24-hour-ceasefire-12717412.html;%20https://www.pbs.org/newshour/politics/sudans-government-declares-un-envoy-no-longer-welcome-warring-sides-agree-to-a-brief-cease-fire;%20https://us.cnn.com/2023/06/09/africa/sudan-24-hour-ceasefire-intl/;%20https://www.aa.com.tr/en/africa/cautious-calm-prevails-in-khartoum-as-cease-fire-takes-effect/2919152,M
SUD202306-47,Sudan,625,,Djibouti,DJI,43,11.5,12,6,2023,IGAD; Kenya; South Sudan; Somalia; Ethiopia,IGO_312;CON_172;CON_173;CON_358;CON_159,IGO_312; CON_172; CON_173; CON_358; CON_159,; 501; 626; 520; 530,5,,IGAD-Quartet,2+,1,0,,,"Kenyan President William Ruto will lead three other leaders in the Horn of Africa in an attempt to have direct talks with warring Sudanese generals, signalling the most concerted effort yet to resolve the conflict in Sudan. The decision was reached on Monday after the Ordinary Summit of the regional bloc, Intergovernmental Authority on Development (Igad ), which created a quartet of countries to seek Sudanese peace. The quartet is an expansion of three countries; South Sudan, Kenya and Djibouti which had been attempting to have direct sittings with Sudanese warring parties to no avail. But as Djibouti will now chair the Igad Summit, the new four countries will be led by Kenya and include South Sudan, Somalia and Ethiopia...... Sudan's Foreign Ministry on Tuesday objected in a statement to Kenya's chairmanship of the quartet committee, which also includes Ethiopia, Djibouti and South Sudan. The statement demanded keeping South Sudan's President Salva Kiir Mayardit as the chairman.",https://sudantribune.com/article274407/; https://english.news.cn/20230612/62c2f696d6524d5ebe9ce1bc017c8786/c.html; https://www.theeastafrican.co.ke/tea/news/east-africa/ruto-to-lead-igad-team-to-speak-to-sudan-generals-directly-4267970; https://www.peaceagreements.org/view/2561;https://igad.int/communique-of-the-2nd-meeting-of-the-igad-quartet-group-of-countries-for-the-resolution-of-the-situation-in-the-republic-of-sudan/;https://www.news24.com/news24/Africa/News/if-this-war-does-not-stop-immediately-the-sudanese-state-will-totally-collapse-au-commission-20230613;http://www.chinaview.cn/africa/20230614/91a91e5f765846919679b0fe27f9fe35/c.html;http://www.china.org.cn/world/Off_the_Wire/2023-06/14/content_87400221.htm;https://www.aa.com.tr/en/africa/sudan-says-rival-generals-to-meet-in-two-weeks/2922245;https://allafrica.com/stories/202306150078.html;https://www.aa.com.tr/en/africa/east-african-nations-to-convene-in-ethiopia-to-tackle-sudan-crisis/2923553;https://www.theeastafrican.co.ke/tea/rest-of-africa/igad-sticks-to-mediation-roadmap-amid-sudan-rejection-of-ruto-4271410,MR
SUD202306-48,Sudan,625,,Addis Ababa,ETH,38.74,9.03,15,6,2023,African Union; League of Arab States; EU; IGAD; UN; Egypt; Chad; Ethiopia; Kenya; Saudi Arabia; South Sudan; UAE; United Kingdom; United States,IGO_87;IGO_346;IGO_5;IGO_312;IGO_49;CON_82;CON_157;CON_159;CON_172;CON_419;CON_173;CON_591;CON_19;CON_3,IGO_87; IGO_346; IGO_5; IGO_312; IGO_49; CON_82; CON_157; CON_159; CON_172; CON_419; CON_173; CON_591; CON_19; CON_3,; ; ; ; ; 651; 483; 530; 501; 670; 626; 696; 200; 2,14,Mohamed El-Hacen Lebatt,,0,,0,,,"On 2 and 15 June, in Addis Ababa, the African Union convened meetings of the core group of the expanded mechanism on the Sudan crisis established in the context of the African Union road map, to discuss the way forward. Participants included representatives of the African Union, the League of Arab States, the European Union, IGAD, the United Nations, Egypt, Chad, Ethiopia, Kenya, Saudi Arabia, South Sudan,the United Arab Emirates, the United Kingdom of Great Britain and Northern Ireland and the United States.",https://digitallibrary.un.org/record/4020349?ln=en&v=pdf,MR
SUD202306-49,Sudan,625,,Sudan,SDN,30,15,17,6,2023,United States; Saudi Arabia,CON_3;CON_419,CON_3; CON_419,2; 670,2,,US-Saudi Arabia,2+,1,1,72-hour ceasefire starting 18 June,,"""The Kingdom of Saudi Arabia and United States of America announce the agreement of representatives of the Sudanese Armed Forces [SAF] and the Rapid Support Forces [RSF] on a ceasefire throughout Sudan for a period of 72 hours,"" the Saudi foreign ministry said.","
https://www.peaceagreements.org/view/2560;
https://tass.com/world/1634235;
http://jordantimes.com/news/region/72-hour-truce-between-sudans-warring-generals-takes-effect;
https://menafn.com/1106469261/72-Hour-Truce-Between-Sudans-Warring-Generals-Takes-Effect",M
SUD202306-50,Sudan,625,,Virtual,,,,19,6,2023,IGAD; Kenya; South Sudan; Somalia; Ethiopia,IGO_312;CON_172;CON_173;CON_358;CON_159,IGO_312; CON_172; CON_173; CON_358; CON_159,; 501; 626; 520; 530,5,,IGAD-Quartet,0,,0,,,"On Monday, Kenya led Ethiopia, Djibouti and South Sudan in drawing up a plan for the Sudan peace bid and said they would implement the roadmap agreed by Igad last week during the Ordinary Assembly in Djibouti. The IGAD-mandated Sudan peace talks under Kenya's leadership will convene in August, the bloc's quartet of foreign ministers has indicated.",https://www.theeastafrican.co.ke/tea/news/east-africa/sudan-conflict-kenya-pledges-neutrality-4276952; https://allafrica.com/stories/202306200212.html,MR
SUD202306-51,Sudan,625,,Geneva,CHE,6.1469,46.2017,19,6,2023,UN; Egypt; Saudi Arabia; Qatar; EU; African Union; Germany,IGO_49;CON_82;CON_419;CON_486;IGO_5;IGO_87;CON_2,IGO_49; CON_82; CON_419; CON_486; IGO_5; IGO_87; CON_2,; 651; 670; 694; ; ; 255,7,,,0,,0,,,"Monday's conference, which is set to open in the Swiss city at 3:00 pm (1300 GMT), is to address the aid needs both in Sudan and in neighbouring countries, now bearing an increased burden. The UN will convene the event with Egypt, Saudi Arabia, Qatar, the African Union and the European Union.",http://jordantimes.com/news/region/72-hour-truce-between-sudans-warring-generals-takes-effect;https://guardian.ng/news/sudan-truce-holds-on-second-day-as-donors-set-to-meet-in-geneva/;https://www.ecr.co.za/news/news/sudan-truce-holds-second-day-donors-set-meet-geneva/;https://www.dabangasudan.org/en/all-news/article/relative-calm-in-sudan-on-first-days-of-new-truce-after-intense-fightinghttps://digitallibrary.un.org/record/4020349?ln=en,MR
SUD202306-52,Sudan,625,,Virtual,,,,20,6,2023,Saudi Arabia,CON_419,CON_419,670,1,,US-Saudi Arabia,1,1,0,,,Minister of Foreign Affairs Prince Faisal bin Farhan bin Abdullah has called Rapid Support Forces Commander General Mohamed Hamdan Daglo to discuss developments in the Republic of Sudan.,https://www.zawya.com/en/world/africa/saudi-fm-discusses-developments-in-sudan-with-rsf-commander-v0gyq4ds,MR
SUD202306-53,Sudan,625,,Sudan,SDN,30,15,29,6,2023,International Committee of the Red Cross,NGO_201,NGO_201,,1,,,2+,1,1,POW release,,The International Committee of the Red Cross (ICRC) says it mediated between Sudan’s warring sides to facilitate the release of more than 100 prisoners of war.,https://www.goulburnpost.com.au/story/8252839/red-cross-helps-broker-release-of-125-sudanese-soldiers/?cs=14264; https://www.aljazeera.com/news/2023/6/29/125-sudanese-soldiers-held-by-the-rsf-released-red-cross; https://www.upi.com/Top_News/World-News/2023/06/29/sudan-red-cross-125-soldiers/9031688035534/; https://article.wn.com/view/2023/06/29/125_Sudanese_soldiers_held_by_the_RSF_released_Red_Cross/,M
SUD202306-54,Sudan,625,,Virtual,,,,30,6,2023,Turkey,CON_562,CON_562,640,1,,,1,1,0,,,"Chairman of the Sovereignty Council and Commander-in-Chief of the Sudan Armed Forces (SAF) Abdelfattah El Burhan accepts Turkey as a mediator in the armed conflict with the paramilitary Rapid Support Forces (RSF), after rejecting Kenyan mediation.",https://allafrica.com/stories/202307030086.html,MR
SUD202306-55,Sudan,625,,,,,,30,6,2023,United Kingdom; United States; Norway,CON_19;CON_3;CON_81,CON_19; CON_3; CON_81,200; 2; 385,3,,Troika,0,,0,,,"Governments of the United States of America, Norway, and the United Kingdom have issued a statement on the ongoing conflict in Sudan.",https://www.globalsecurity.org/military/library/news/2023/06/mil-230630-ukfcdo03.htm,MR
SUD202307-25,Sudan,625,,Kampala,UGA,32.5811,0.3136,3,7,2023,Uganda,CON_176,CON_176,500,1,Yoweri Museveni,,1,,0,,,"In a meeting with Ugandan President Yoweri Museveni on Monday, the Forces for Freedom and Change (FFC) leaders renewed their call to stop the war and form a single national army. A delegation of FFC leaders arrived in Kampala after leaving Khartoum in complete secrecy a week ago.",https://sudantribune.com/article274833/,MR
SUD202307-26,Sudan,625,,Addis Ababa,ETH,38.74,9.03,3,7,2023,UNITAMS; African Union; IGAD; League of Arab States,GP-85;IGO_87;IGO_312;IGO_346,; IGO_87; IGO_312; IGO_346,; ; ; ,4,,,0,,0,,,"The Special Representative for the Sudan engaged closely with the African Union, IGAD and the League of Arab States, including during visits to Addis Ababa from 7 to 9 June and 3 to 5 July.",https://digitallibrary.un.org/record/4020349?ln=en&v=pdf,MR
SUD202307-27,Sudan,625,,N'Djamena,TCD,15.05,12.11,4,7,2023,Chad,CON_157,CON_157,483,1,Idriss Déby,,2+,1,0,,,"From 4 to 9 July, the leaders of the Darfuri armed movements that had signed the Juba Peace Agreement met the President of Chad, Mahamat Idriss Déby Itno, in Chad to discuss the rising insecurity in Darfur, the consequent refugee crisis in Chad and the need to end the war.",https://sudantribune.com/article274915/; https://digitallibrary.un.org/record/4020349?ln=en&v=pdf; https://apnews.com/article/egypt-sudan-summit-ethiopia-dam-6c2877b05df9fa045ca59b257e9e59e8,MR
SUD202307-28,Sudan,625,,,,,,5,7,2023,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,1,Ceasefire Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan (JEM),880,South Sudan president persuades SPLM-N al-Hliu to refrain from attacking Sudanese army,https://sudantribune.com/article274860/,M
SUD202307-29,Sudan,625,,Addis Ababa,ETH,38.74,9.03,5,7,2023,IGAD; Kenya; South Sudan; Somalia; Ethiopia,IGO_312;CON_172;CON_173;CON_358;CON_159,IGO_312; CON_172; CON_173; CON_358; CON_159,; 501; 626; 520; 530,5,,IGAD-Quartet,0,,0,,,The Intergovernmental Authority on Development (IGAD) Quartet Group of Countries met in the Ethiopian capital Addis Ababa on Monday to discuss the implementation of the IGAD Roadmap for peace in Sudan.,https://english.aawsat.com/arab-world/4426341-igad-calls-sudanese-parties-sign-unconditional-ceasefire%C2%A0,MR
SUD202307-30,Sudan,625,,Addis Ababa,ETH,38.74,9.03,10,7,2023,IGAD; Kenya; South Sudan; Somalia; Ethiopia,IGO_312;CON_172;CON_173;CON_358;CON_159,IGO_312; CON_172; CON_173; CON_358; CON_159,; 501; 626; 520; 530,5,,IGAD-Quartet,1,,0,,,"On 10 July, the Heads of State and Government of the quartet held a meeting in Addis Ababa. A representative of the Rapid Support Forces also attended the meeting on 10 July. The Ministry of Foreign Affairs of the Sudan announced that a government delegation was present in Addis Ababa, but did not participate in the meeting due to its objection to Kenya chairing the quartet.",https://sudantribune.com/article275005/; https://www.dabangasudan.org/en/all-news/article/igad-quartet-meet-in-ethiopia-amid-boycott-by-sudan-army; https://allafrica.com/stories/202307130098.html; https://igad.int/communique-of-the-2nd-meeting-of-the-igad-quartet-group-of-countries-for-the-resolution-of-the-situation-in-the-republic-of-sudan/; https://www.arise.tv/sudan-government-refuses-to-attend-regional-peace-talks-in-ethiopia/; https://chimpreports.com/cease-fire-ruto-tells-sudan-leader-gen-burhan/; https://www.theeastafrican.co.ke/tea/news/east-africa/kenya-william-ruto-holds-talks-with-sudan-burhan-4306284; https://allafrica.com/stories/202307180288.html,MR
SUD202307-31,Sudan,625,,Brussels,BEL,4.3525,50.8467,11,7,2023,UNITAMS; EU,GP-85;IGO_5,; IGO_5,; ,2,,,0,,0,,,"He also continued to coordinate with other Member States and regional actors, including with European Union officials during his visit to Brussels on 11 and 12 July.",https://digitallibrary.un.org/record/4020349?ln=en&v=pdf,MR
SUD202307-32,Sudan,625,,,,,,13,7,2023,Egypt; Ethiopia; South Sudan; Chad; Eritrea; Central African Republic; Libya; African Union; League of Arab States,CON_82;CON_159;CON_173;CON_157;CON_272;CON_6;CON_285;IGO_87;IGO_346,CON_82; CON_159; CON_173; CON_157; CON_272; CON_6; CON_285; IGO_87; IGO_346,651; 530; 626; 483; 531; 482; 620; ; ,9,,"Egypt-neighbours
",0,,0,,,"On 13 July, Egypt convened a summit of the neighbouring States of the Sudan in Cairo, bringing together the Heads of State and Government of neighbouring States of the Sudan, the Chairperson of the African Union Commission and the Secretary -General of the League of Arab States",https://digitallibrary.un.org/record/4020349?ln=en&v=pdf; https://apnews.com/article/egypt-sudan-summit-ethiopia-dam-6c2877b05df9fa045ca59b257e9e59e8; https://www.tellerreport.com/news/2023-07-13-el-sisi-discusses-with-abiy-ahmed-the-sudanese-crisis-and-the-renaissance-dam-in-cairo.SyUBj6ZTKn.html; https://www.aa.com.tr/en/middle-east/egypt-ethiopia-leaders-discuss-sudan-s-crisis-nile-dam-dispute/2944606; https://gulfnews.com/world/mena/egypt-president-ethiopia-pm-aiming-to-finalise-dam-agreement-within-four-months-1.96946862; https://www.thenews.com.pk/latest/1090150-regional-summit-in-cairo-seeks-to-halt-violence-and-promote-stability-in-sudan; https://www.geo.tv/latest/499070-egypt-hosts-regional-summit-to-end-bloodshed-in-war-torn-sudan; https://www.kuna.net.kw/ArticleDetails.aspx?id=3103134&language=en; http://www.businessghana.com/site/news/politics/289899/Ethiopia-and-Egypt-to-restart-controversial-dam-talks; https://www.newarab.com/news/egypt-host-summit-sudans-neighbours-next-week; https://www.thenationalnews.com/mena/2023/07/09/egypt-to-host-summit-of-sudans-neighbours-to-try-to-end-war/; https://en.shafaqna.com/316121/egypt-to-host-sudan-summit-on-july-13/; https://www.arabnews.com/node/2336066; https://www.bssnews.net/international/136092; https://wardheernews.com/egypt-president-ethiopia-pm-agree-to-start-negotiations-towards-finalizing-a-deal-on-gerd-filling-within-4-months/; https://www.thezimbabwemail.com/world-news/sudans-neighbors-meet-in-cairo-for-summit-as-egypt-unveils-new-initiative-to-end-raging-conflict/; https://menafn.com/1106599571/Sudans-Neighbouring-States-Summit-Calls-For-Ceasefire-Humanitarian-Aid; https://www.newarab.com/news/sudan-war-summit-urges-calm-un-reports-mass-grave-darfur; https://en.shafaqna.com/316550/sudans-neighbors-in-cairo-meetig-urge-warring-parties-to-start-peace-dialogue/; https://dohanews.co/qatar-welcomes-egypts-sudan-initiative-as-un-warns-of-spiralling-civil-war/,MR
SUD202307-33,Sudan,625,,Saudi Arabia,SAU,45,25,15,7,2023,Saudi Arabia; United States,CON_419;CON_3,CON_419; CON_3,670; 2,2,,"US-Saudi Arabia
",2+,1,0,,,"Media reports citing anonymous sources, on Saturday (July 15) said that Sudanese army representatives returned to Saudi Arabia’s port city of Jeddah to resume talks with their paramilitary foes Rapid Support Forces (RSF). This comes as the conflict between the two warring sides entered its fourth month.",https://www.wionews.com/world/sudanese-army-representatives-arrive-in-jeddah-to-resume-talks-with-rsf-616099; https://dunyanews.tv/en/World/739844-Sudan-government-representatives-arrive-in-Jeddah-to-resume-talks-with-R; https://thefrontierpost.com/sudan-government-representatives-arrive-in-jeddah-to-resume-talks-with-rsf/; https://www.devdiscourse.com/article/law-order/2524552-sudan-govt-representatives-arrive-in-jeddah-to-resume-talks-with-rsf; https://www.albawaba.com/news/sudanese-army-resume-talks-rsf-jeddah-1526659; https://www.newdelhitimes.com/sudan-government-representatives-arrive-in-jeddah-to-resume-talks-with-rsf/,M
SUD202307-34,Sudan,625,,Togo,TGO,1.1667,8,23,7,2023,Togo,CON_85,CON_85,461,1,,,2+,1,0,,,"On 23 and 24 July, the Government of Togo hosted a meeting of stakeholders from Darfur, including political actors and members of native administrations. The meeting was attended by the Rapid Support Forces, but not by the Sudanese Armed Forces or any of the major armed movements from Darfur",https://www.republicoftogo.com/toutes-les-rubriques/in-english/civil-war-in-sudan-first-step-towards-peace; https://sudantribune.com/article275440/; https://digitallibrary.un.org/record/4020349?ln=en&v=pdf; https://apnews.com/article/egypt-sudan-summit-ethiopia-dam-6c2877b05df9fa045ca59b257e9e59e8,MR
SUD202307-35,Sudan,625,,Egypt,EGY,30,27,24,7,2023,Egypt,CON_82,CON_82,651,1,,"Egypt-neighbours
",1,1,0,,,"The first conference of its kind since the outbreak of the war between Sudan’s mainstream Forces for Freedom and Change (FFC-Central Council), with the participation of all leading members of the coalition, began in the Egyptian capital of Cairo yesterday. The meetings continue today.",https://www.dabangasudan.org/en/all-news/article/sudans-ffc-cc-meet-in-cairo,MR
SUD202308-28,Sudan,625,,N'Djamena,TCD,15.05,12.11,7,8,2023,Egypt; Ethiopia; South Sudan; Chad; Eritrea; Central African Republic; Libya; African Union; League of Arab States,CON_82;CON_159;CON_173;CON_157;CON_272;CON_6;CON_285;IGO_87;IGO_346,CON_82; CON_159; CON_173; CON_157; CON_272; CON_6; CON_285; IGO_87; IGO_346,651; 530; 626; 483; 531; 482; 620; ; ,9,,"Egypt-neighbours
",0,,0,,,They also agreed to form a ministerial mechanism comprising the foreign ministers of the neighbouring States to coordinate efforts to resolve the conflict. Both the Sudanese Armed Forces and the Rapid Support Forces welcomed the outcomes of the summit. The first meeting of the ministerial mechanism took place in N’Djamena on 6 August,https://www.arabnews.com/node/2350701/middle-east; https://digitallibrary.un.org/record/4020349?ln=en&v=pdf; https://apnews.com/article/egypt-sudan-summit-ethiopia-dam-6c2877b05df9fa045ca59b257e9e59e8,MR
SUD202308-29,Sudan,625,,Saudi Arabia,SAU,45,25,18,8,2023,Saudi Arabia; United States,CON_419;CON_3,CON_419; CON_3,670; 2,2,,"US-Saudi Arabia
",0,,0,,,"Saudi Arabia's Prince Faisal discusses global peace efforts with Blinken Sudan, Yemen and Ukraine were at the top of agenda when the two officials met",https://www.thenationalnews.com/gulf-news/saudi-arabia/2023/08/18/saudi-arabias-prince-faisal-discusses-global-peace-efforts-with-blinken/,MR
SUD202308-30,Sudan,625,,Stockholm,SWE,18.0686,59.3294,19,8,2023,EU; United States,IGO_5;CON_3,IGO_5; CON_3,; 2,2,Mike Hammer,,0,,0,,,"U.S. Special Envoy for the Horn of Africa Mike Hammer traveled to Stockholm and Brussels from August 19 to August 26, 2023, where he participated in discussions on water management in the Horn of Africa and met with European Union officials to support peaceful resolutions to ongoing violence in Ethiopia and Sudan.",https://www.state.gov/special-envoy-for-the-horn-of-africa-mike-hammer-travels-to-stockholm-and-brussels/,MR
SUD202308-31,Sudan,625,,Nairobi,KEN,36.8172,-1.2864,20,8,2023,Kenya; South Sudan,CON_172;CON_173,CON_172; CON_173,501; 626,2,William Ruto; Salva Kiir,,0,,0,,,President Salva Kiir of South Sudan and the Kenyan President held discussions aimed at exploring strategies to achieve a lasting resolution to the ongoing conflict in Sudan.,https://sudantribune.com/article276339/,MR
SUD202308-32,Sudan,625,,Brussels,BEL,4.3525,50.8467,26,8,2023,EU; United States,IGO_5;CON_3,IGO_5; CON_3,; 2,2,Mike Hammer,,0,,0,,,"U.S. Special Envoy for the Horn of Africa Mike Hammer traveled to Stockholm and Brussels from August 19 to August 26, 2023, where he participated in discussions on water management in the Horn of Africa and met with European Union officials to support peaceful resolutions to ongoing violence in Ethiopia and Sudan.",https://www.state.gov/special-envoy-for-the-horn-of-africa-mike-hammer-travels-to-stockholm-and-brussels/,MR
SUD202308-33,Sudan,625,,Darfur,,,,28,8,2023,UNITAMS,GP-85,,,1,,Darfur Permanent Ceasefire Committee,2+,1,0,,,"The engagement of the Permanent Ceasefire Committee also contributed to the deployment of the joint armed struggle movement force composed of the armed movement signatories to the Juba Peace Agreement on 28 August in Nyala, South Darfur, to create a buffer zone to protect civilians in view of the fighting in the city. The Committee supported dialogue efforts between local representatives of the Sudanese Armed Forces and Rapid Support Forces commanders to ease tensions throughout Darfur.",https://digitallibrary.un.org/record/4027490?ln=en&v=pdf,M
SUD202308-34,Sudan,625,,Egypt,EGY,30,27,29,8,2023,Egypt,CON_82,CON_82,651,1,,,1,1,0,,,"Lieutenant General Al-Burhan also undertook visits to Egypt (29 August), South Sudan (4 September), Qatar (7 September), Eritrea (11 September), Türkiye (13 September) and Uganda (16 September), where he reportedly raised concerns about human rights abuses committed by the Rapid Support Forces and the need to reinforce bilateral cooperation.",https://www.africanews.com/2023/08/29/sudan-war-army-chief-in-egypt-his-first-trip-abroad/; https://www.aljazeera.com/news/2023/8/29/sudan-army-chief-visits-egypt-on-first-trip-abroad-since-conflict-broke-out; https://sudantribune.com/article276628/; https://www.rfi.fr/en/africa/20230830-sudan-s-general-in-egypt-to-try-to-end-to-the-bloody-civil-war; https://allafrica.com/stories/202308300239.html; https://digitallibrary.un.org/record/4027490?ln=en&v=pdf,MR
SUD202309-61,Sudan,625,,South Sudan,SSD,30,8,4,9,2023,South Sudan,CON_173,CON_173,626,1,,,1,1,0,,,Sudan's army chief visits South Sudan to discuss the conflict in Sudan with President Salva Kiir.,https://www.thenationalnews.com/mena/2023/09/04/sudan-army-chief-abdel-fattah-al-burhan-travels-to-south-sudan/; https://www.aa.com.tr/en/africa/sudan-army-chief-visits-south-sudan-for-talks-on-conflict/2982957; https://thepeninsulaqatar.com/article/04/09/2023/sudans-army-chief-returns-from-juba-as-un-raises-aid-appeal-to-1-billion; https://medafricatimes.com/32346-general-abdelfattah-al-burhane-arrived-in-juba-to-discuss-the-crisis-in-sudan.html; https://www.dabangasudan.org/en/all-news/article/sudan-south-sudan-heads-el-burhan-and-kiir-meet-in-juba; https://menafn.com/1107023679/Sudans-Burhan-Returns-From-Juba-As-Un-Raises-Aid-Appeal-To-1-B; https://digitallibrary.un.org/record/4027490?ln=en&v=pdf,MR
SUD202309-62,Sudan,625,,,,,,4,9,2023,African Union,IGO_87,IGO_87,,1,Musa Faki,,1,1,0,,,"On 4 September, the Ministry of Foreign Affairs of the Sudan denounced a meeting held between the African Union and the Political Adviser of the Rapid Support Forces, Youssef Izzat, noting that “rebel movements and criminal terrorist militias” should not be given legitimacy. The African Union responded by emphasizing its approach to engage all Sudanese stakeholders regardless of their affiliations.",https://english.aawsat.com/arab-world/4535701-severe-diplomatic-crisis-between-khartoum-african-union; https://digitallibrary.un.org/record/4027490?ln=en&v=pdf,MR
SUD202309-63,Sudan,625,,Nairobi,KEN,36.8172,-1.2864,6,9,2023,IGAD; Kenya; South Sudan; Somalia; Ethiopia,IGO_312;CON_172;CON_173;CON_358;CON_159,IGO_312; CON_172; CON_173; CON_358; CON_159,; 501; 626; 520; 530,5,William Ruto; Ismail Omar Guelleh; Yoweri Museveni; Salva Kiir,IGAD-Quartet,0,,0,,,"On 6 September in Nairobi, the President of Kenya, William Ruto, chaired the second meeting of the Quartet Group of Countries for the Resolution of the Situation in the Republic of Sudan of the Intergovernmental Authority on Development (IGAD). The Quartet called on the parties to cease hostilities, to engage in dialogue and to consolidate all mediation initiatives.",https://igad.int/communique-of-the-2nd-meeting-of-the-igad-quartet-group-of-countries-for-the-resolution-of-the-situation-in-the-republic-of-sudan/; https://sudantribune.com/article276942/; https://www.standardmedia.co.ke/africa/article/2001480977/igad-to-adopt-dialogue-in-resolving-sudan-conflict; https://reliefweb.int/report/sudan/situation-sudan-and-activities-united-nations-integrated-transition-assistance-mission-sudan-report-secretary-general-s2023861-enarruzh; https://digitallibrary.un.org/record/4027490?ln=en&v=pdf,MR
