med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,ceasefire,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
LIB202302-16,Libya,620,,Benghazi,LBY,20.0667,32.1167,6,2,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"Previously, on 6 February, the Special Representative had met with General Haftar in Benghazi and had called upon the General to continue to support the implementation of the ceasefire agreement, including the withdrawal of foreign fighters, foreign forces and mercenaries.... UN Libya chief Abdoulaye Bathily met with rogue military general Khalifa Haftar on Monday, as part of his latest round of meetings with the parties involved in Libya’s political impasse. Haftar agreed that ""it is critical to unify state institutions, including the military, and ensure national resources are managed transparently for the benefit of all people in Libya,"" according to Bathily. Bathily also requested Haftar’s support for his recent campaign to expel foreign ""fighters, forces and mercenaries"" from within Libya. Bathily’s meeting with Haftar is part of a recent tour of major political figures across Libya drumming up support for future election processes. ",https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf; https://www.newarab.com/news/un-libya-chief-meets-haftar-discuss-national-sovereignty,M
LIB202303-19,Libya,620,,Benghazi,LBY,20.0667,32.1167,13,3,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"On 13 March, the Special Representative met with General Haftar and the Prime Minister-designate nominated by the House of Representatives, Fathi Bashagha, in separate meetings in Benghazi, during which he presented his initiative to bring Libyan leaders together to find a way out of the protracted political crisis.",https://unsmil.unmissions.org/sites/default/files/report_of_the_secretary-general_antonio_guterres_on_the_united_nations_support_mission_in_libya_-_05_april_2023.pdf,M
LIB202305-27,Libya,620,,Rome,ITA,12.4828,41.8933,4,5,2023,Italy,CON_139,CON_139,325,1,Antonio Tajani; Matteo Piantedosi; Giorgia Meloni,,1,1,0,,,,"Italian Prime Minister Giorgia Meloni‘s recent meeting with Khalifa Haftar on Libya has raised important questions about Italy’s broader strategic goals in the country. On Friday, May 5, Prime Minister Meloni held talks with the Libyan National Army (LNA)’s leader, Field Marshal Haftar, at Palazzo Chigi. Foreign Minister Antonio Tajani, Defense Minister Guido Crosetto, and Interior Minister Matteo Piantedosi also partook in the meeting. According to media reports, discussions centred around Libya’s forthcoming elections, as well as the escalating migratory flows from Africa to Italy.....Aki said Haftar arrived on Wednesday in Rome and held meetings with Foreign Minister Antonio Tajani, adding that discussions probably centered on the need for consensus and holding elections in Libya by the end of 2023. Khalifa Haftar met in Rome on Thursday with the Italian Prime Minister Giorgia Meloni, who visited Libya's capital Tripoli last January, according to Italian news agency Aki, which added that the meeting wasn't announced by the government. The news agency reiterated that the discussions would definitely include illegal immigration, especially that Italy had been lately facing a high influx through Libyan eastern coast. It said they would also include Sudan's war and its impact on immigrants' flow through Libya",https://www.dailysabah.com/politics/diplomacy/greece-ready-to-talk-with-turkiye-to-resolve-sea-borders-dispute; https://libyaobserver.ly/inbrief/libyas-haftar-holds-talks-rome-italys-meloni; ,MR
LIB202408-19,Libya,620,,Tunis,TUN,10.1817,36.8064,26,8,2024,UNSMIL,IGO_750,IGO_750,,1,,,2+,1,0,,,,"On 26 and 27 August, UNSMIL organized a workshop in Tunis on security sector reform and governance for members of the committees for defence and national security of the House of Representatives and the High Council of State, officials from the Ministries of Defence and Interior, the Counter-terrorism Office of the Presidential Council and military prosecutors from eastern and western Libya. The workshop focused on strengthening the role of the legislature in security sector reform. The committees issued a joint statement in which they called for separating security and military functions and reviewing security sector laws in accordance with international standards, and urged UNSMIL to facilitate further dialogue on achieving a unified executive authority",https://unsmil.unmissions.org/sites/default/files/n2437290.pdf,MR
LIB202409-16,Libya,620,,Tripoli,LBN,35.8344,34.4367,2,9,2024,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,1,1,,Understanding on the next steps to resolve the crisis around the Central Bank of Libya,,"Following consultations hosted by the UN political mission in Libya (UNSMIL) at its headquarters in Tripoli — those took place yesterday and Monday — the representatives of the House of Representatives and High Council of State (HCS) reached important understandings on the crisis of the Central Bank of Libya (CBL), particularly on the mechanism and timelines for appointing the Central Bank’s Governor, as well as its Board of Directors. The representatives of the two chambers requested an additional period of five days to complete their consultations towards a final consensus on the arrangements of the management of the Central Bank of Libya, until a new governor and board of directors are appointed. The UN mission commends the climate of cooperation that prevailed in the consultations with the representatives of both chambers on the one hand and the representative of the Presidential Council on the other. And the mission also called on all parties to fulfil their obligations, and that is to refrain from any unilateral decisions and actions, and calls on them to intensify efforts to reach an agreement without any delay....Following consultations hosted by the United Nations Support Mission in Libya (UNSMIL) at its headquarters in Tripoli on Monday and Tuesday, the representatives of the House of Representatives (HoR) and High Council of State (HCS) reached important understandings on the crisis of the Central Bank of Libya (CBL), particularly on the mechanism and timelines for appointing the CBL Governor and Board of Directors. The representatives of the two chambers requested an additional period of five days to complete their consultations towards a final consensus on the arrangements of the management of the CBL until a new governor and board of directors are appointed. UNSMIL reminds all Libyan stakeholders of the adverse impacts of the ongoing CBL crisis on the livelihood of citizens and on the confidence of international financial institutions in the Libyan banking system. As UNSMIL commends the climate of cooperation that prevailed in the consultations with the representatives of both chambers on the one hand and the representative of the Presidential Council on the other, it calls on all parties to fulfill their obligations, refrain from any unilateral decisions and actions, and intensify efforts to reach an agreement without any delay..... The United Nations Support Mission in Libya (UNSMIL) announced on Tuesday that Libya's two rival legislative bodies have agreed to work towards resolving the central bank crisis within a few days. The UNSMIL said in a statement that discussions held at its Tripoli office on Monday and Tuesday led to an agreement between the eastern-based House of Representatives (HoR) and the High State Council in the west on appointing a new central bank governor and board of directors. The representatives have requested an additional five days to finalize their plan for managing the central bank until new appointments are made. The UNSMIL highlighted the crisis's adverse effects on Libyan citizens and international confidence in the country's banking system. The mission commended the cooperative approach of the talks and urged all parties to avoid unilateral actions and expedite efforts to reach a final resolution, according to the statement. ",https://press.un.org/en/2024/db240904.doc.htm; https://unsmil.unmissions.org/statement-preliminary-outcomes-consultations-between-house-representatives-and-high-council-state; https://english.news.cn/20240904/c29736e8aa3c4fa58a2da9d6b690971e/c.html,M
LIB202305-28,Libya,620,,Benghazi,LBY,20.0667,32.1167,30,5,2023,Malta,CON_614,CON_614,338,1,Christopher Cutajar; Ryan Spagnol; Charles Saliba; Clinton O'Neill; Alex Dalli,,1,1,0,,,,"For the first time, a Maltese diplomatic delegation has met with Libyan Field Marshal Khalifa Haftar for talks in Benghazi on security challenges faced by Malta and Libya in the region. The delegation, led by the Permanent Secretary at the Ministry of Foreign and European Affairs and Trade Christopher Cutajar, saw several meetings held in Tripoli and Benghazi on 29 and 30 May. He was joined by Ryan Spagnol (Secretary to the Cabinet), Charles Saliba (Malta’s Ambassador to Libya), Brigadier Clinton O’Neill (AFM Commander), and former prison boss Alex Dalli, who is Malta’s Special Envoy for Migration. During meetings in Benghazi, Cutajar welcomed developments in the security track following discussions held in 5+5 Joint Military Commission (JMC) meetings.The meeting focused on security challenges in the region, particularly that of irregular migration. The delegations agreed to extend military cooperation between the respective navies and military forces.  The delegation also discussed intelligence showing how migrant smuggling groups are using chartered flights from Syria to lure Bangladeshi people to Libya where they get onto boats to reach Europe.The delegations also discussed the potential of a direct air connection between Benghazi and Malta to complement already established routes to Tripoli and Misrata while enhancing possibilities for commercial exchanges from the region. ",https://www.maltatoday.com.mt/news/national/123212/maltese_officials_in_first_meeting_with_eastern_libya_military_leader_khalifa_haftar,MR
LIB202308-20,Libya,620,,Libya,LBY,17,25,22,8,2023,Russia,CON_21,CON_21,365,1,Yunus-bek Yevkurov,,1,1,0,,,,"On Aug. 22, a day after Mr. Prigozhin’s video was released, the Russian minister arrived in Libya for his own talks with Mr. Hifter. The relationship was being reset, he told the Libyan commander, according to Mr. Eljarh, the analyst. Wagner fighters would stay on but Russian military intelligence would be in charge. Before leaving, Mr. Yevkurov presented Mr. Hifter with a pistol — a symbolically charged gift in a country where the ousted Libyan dictator, Muammar el-Qaddafi, famously had a gold-plated pistol.... Russian military officials, including Moscow’s deputy defence minister, arrived in Libya on Tuesday 22 August 2023 after receiving an invitation from pro-Moscow military strongman Khalifa Haftar. “This is the first official visit of a Russian military delegation to Libya,” Moscow’s defence ministry said. It said the visit, led by Deputy Defence Minister Yunus-bek Yevkurov, was organised after talks with Libya at the Army-2023 expo and Moscow Conference on International Security earlier this month. “During the visit, it is planned to discuss prospects for cooperation in combating international terrorism and other issues of joint action,” Moscow’s defence ministry added. According to a statement from Haftar’s spokesman, Ahmad al-Mesmari, the Russian delegation met senior officers in Haftar’s forces. The two sides examined their “cooperation and coordination” regarding “training… and the maintenance of Russian weapons and equipment”, which is the “vertebral column” of Haftar’s forces, the statement said. .... Russian military officials including Moscow's deputy defense minister arrived in Libya on Tuesday after receiving an invite from pro-Moscow military strongman Khalifa Haftar. It said the visit, led by Deputy Defense Minister Yunus-bek Yevkurov, was organized after talks with Libya at the Army-2023 expo and Moscow Conference on International Security earlier this month. ""During the visit, it is planned to discuss prospects for cooperation in combating international terrorism and other issues of joint action,"" it added. The meeting came amid renewed focus on Russia's activities in Africa, after Wagner chief Yevgeny Prigozhin announced in a video published Monday that his group was making the continent ""freer.""",https://www.nytimes.com/2023/09/08/world/europe/prigozhin-wagner-russia-africa.html;https://www.thesouthafrican.com/news/russian-military-officials-respond-to-haftars-invitation-to-libya-24-august-2023/; https://www.sapeople.com/news/russian-military-officials-respond-to-haftars-invitation-to-libya/; https://www.themoscowtimes.com/2023/08/22/russian-army-officials-visit-libya-after-haftar-invite-a82219; https://thepeninsulaqatar.com/article/22/08/2023/russian-army-officials-in-libya-after-haftar-invite; https://www.africanews.com/2023/08/23/russian-army-officials-visit-libya-after-khalifa-haftar-invite/,MR
LIB202308-21,Libya,620,,Libya,LBY,17,25,,8,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"He recalled his intensified consultations with the President of the Presidential Council, the Prime Minister of the Government of National Unity, the Heads of the House of Representatives and High State Council, and the Commander of the Libyan National Army.  Citing shared written proposals to address the technical flaws and contested aspects of the draft electoral laws, he noted that all Libyan leaders have agreed in principle to amendment of the draft laws, urging the two chambers to finalize and make electoral laws implementable towards a reasonable electoral timeline. Despite persistent resistance towards face-to-face meetings among those who wish to maintain the status quo, he noted that steps are being taken.  The Presidential Council President recently informed him of a meeting to explore concrete progress on the political track, and he urged key political players to meet and agree on politically contested electoral issues towards compromises, avoiding unilateral steps",https://press.un.org/en/2023/sc15392.doc.htm,M
LIB202309-17,Libya,620,,Benghazi,LBY,20.0667,32.1167,4,9,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"On 4 September, the Special Representative met with General Khalifa Haftar in Benghazi and discussed the importance of establishing unified, legitimate and accountable Libyan institutions, including a unified Libyan army...https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1",https://unsmil.unmissions.org/sites/default/files/sg_report_.pdf; https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&crisis_state=&created=&from_month=1&from_year=2024&to_month=1&to_year=2024&page=1,MR
LIB202309-18,Libya,620,,Benghazi,LBY,20.0667,32.1167,21,9,2023,United States,CON_3,CON_3,2,1,Michael Langley,,1,1,0,,,,"General Michael Langley, head of US Africa Command, met Haftar in Benghazi on 21 September 2023 to discuss “forming a democratically elected national government, reunifying the Libyan military, and safeguarding Libyan sovereignty by removing foreign mercenaries”. The US is opposed to the partition of either Libya or Sudan. ""A week before his talks with Putin, Haftar met with commander of US forces in Africa General Michael Langley and current US special envoy to Libya Richard Norland. They pressed him to remove foreign forces from Libya",https://www.dailymaverick.co.za/article/2023-09-22-with-the-signing-of-an-all-for-one-pact-russias-new-african-empire-starts-to-take-shape/; https://english.aawsat.com/arab-world/4652806-lna-denies-haftar-seeking-allow-russia-set-military-base-libya,MR
LIB202409-19,Libya,620,,Libya,LBY,17,25,10,9,2024,DPPA,GP-20,,,1,Rosemary DiCarlo,,2+,,0,,,,"on the third day of her visit to Libya, the Under-Secretary-General for Political and Peacebuilding Affairs, Rosemary DiCarlo, held productive meetings with political party associations and civil society organizations, including women, and youth groups.  In all her discussions, Under-Secretary-General DiCarlo emphasized the urgency of an inclusive political process leading to parliamentary and presidential elections.  She underscored that elections remain the only way to break the political stalemate and the only way to restore the legitimacy of Libya’s political institutions.  In this regard, she reiterated the unwavering commitment of the United Nations to support Libya and the Libyan people in achieving these objectives",https://press.un.org/en/2024/db240910.doc.htm,MR
LIB202309-20,Libya,620,,Moscow,RUS,37.6172,55.7558,28,9,2023,Russia,CON_21,CON_21,365,1,Vladimir Putin; Sergei Shoygu,,1,1,0,,,,"Libyan National Army (LNA) Commander Field Marshal Khalifa Haftar met with Russian President Vladimir Putin and Defense Minister Sergey Shoigu during his visit in Moscow, the LNA said on its statement, published on social media. Earlier, the LNA press office announced that ""Field Marshal Khalifa Haftar visited Russia […] on the invitation from the Russian Federation."" During the visit, ""negotiations took place with Russian officials regarding the development of events in Libya."" In addition, the sides discussed ""bilateral relations between the two countries, ways for their strengthening and development, as well as issues that pose mutual interest."" Previously, Libyan media announced Haftar’s working visit in Moscow. According to the reports, the LNA commander arrived in Moscow under invitation from Russian Defense Minister Sergey Shoigu...... Renegade general Khalifa Haftar, whose forces dominate eastern Libya, has held talks with Russian President Vladimir Putin in Moscow, his forces and the Kremlin said. Haftar “held talks with Russian President Vladimir Putin and Defence Minister Sergei Shoigu”, his Libyan Arab Armed Forces said on its official Facebook page without giving further details. Kremlin spokesperson Dmitry Peskov confirmed Haftar’s meeting with Putin. “They discussed the situation in Libya and the region as a whole,” he said in comments reported by Russia’s state news agency TASS..... Russian President Vladimir Putin has held talks in Moscow with General Khalifa Haftar, the military leader of eastern Libya. The pair discussed the situation in Libya and the region. Haftar has relied on the paramilitary organization Wagner group forces, many of which are still in his territory.... Military strongman Khalifa Haftar, whose forces dominate eastern Libya, held talks with Russian President Vladimir Putin in Moscow on Thursday, his forces and the Kremlin said. Haftar, who sponsors a rival administration to Libya's UN-backed government in Tripoli, has long cultivated close relations with Moscow and relies heavily on Russian mercenary group Wagner for military support. Haftar ""held talks with Russian President Vladimir Putin and Defence Minister Sergei Shoigu"", his Libyan Arab Armed Forces said on its official Facebook page without giving further details. Kremlin spokesman Dmitry Peskov confirmed Haftar's meeting with Putin. ""They discussed the situation in Libya and the region as a whole,"" he said in comments reported by Russia's state news agency TASS. ...Haftar visited Moscow last Tuesday and met with a number of officials, including President Putin and Defense Minister Sergei Shoigu. The United States (US) ex-envoy to Libya, Jonathan Winer, said on X platform that the Russian President Vladimir Putin had proposed to Khalifa Haftar a plan for Libya-Russia joint defense deal. ",https://tass.com/politics/1681973; https://www.aljazeera.com/news/2023/9/28/east-libya-commander-haftar-in-moscow-for-talks-with-putin; https://www.justsecurity.org/88955/early-edition-september-29-2023/; https://www.barrons.com/news/east-libya-strongman-in-moscow-talks-with-putin-bb7e3733; https://www.al-monitor.com/originals/2023/09/east-libya-strongman-haftar-meets-putin-russia-visit; https://libyaobserver.ly/news/us-ex-envoy-libya-says-putin-has-proposed-haftar-joint-defense-deal; https://gcaptain.com/putins-move-to-secure-libya-bases-is-new-regional-worry-for-us/,MR
LIB202409-21,Libya,620,,Tripoli,LBN,35.8344,34.4367,11,9,2024,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,1,0,,,,"The UN mission in Libya will resume facilitating talks between factions in Tripoli on Wednesday to try to resolve the central bank crisis that has slashed oil output and threatened to end four years of relative stability. Libya's two legislative bodies, the House of Representatives based in Benghazi in eastern Libya, and the High Council of State in Tripoli in the west, agreed this month to jointly appoint a central bank governor, potentially defusing a battle for control of the country's oil revenue. The UN mission, in agreeing to resume the talks with both legislative bodies and the Presidential Council, said ""time is of the essence in reaching a consensual solution to the crisis and mitigating its adverse effects"". ...Our political mission there tells us that progress was made regarding the crisis surrounding the Central Bank of Libya. In a meeting hosted by the Mission today and yesterday, participants from the House of Representatives and the High Council of State on one hand, and the representative of the Presidential Council on the other, agreed on taking steps leading to the appointment of a new governor and a board of directors for the Central Bank.",https://www.newarab.com/news/un-libya-mission-resume-talks-between-factions; https://www.aol.com/news/un-libya-mission-resume-talks-155126450.html; https://press.un.org/en/2024/db240912.doc.htm,M
LIB202401-26,Libya,620,,Benghazi,LBY,20.0667,32.1167,23,1,2024,United States,CON_3,CON_3,2,1,Richard Norland; Joshua Harris; Jeremy Berndt; Abdoulaye Bathily,,1,1,0,,,,"The American delegation began a working visit to Libya in the city of Benghazi Tuesday. They met with Khalifa Haftar and Speaker of the House of Representatives, Aqila Saleh, in order to mobilize support for the political process led by the United Nations.... On Tuesday evening, the American delegation held talks in Benghazi with Khalifa Haftar, Commander-in-Chief of the Libyan National Army. Discussions underlined the importance of supporting the UN mission’s efforts to bring all sides together, and for Libyan leaders from all parties to cooperate to ensure an appropriate environment that enables the population to choose their representatives freely in the upcoming municipal elections. The delegation also stressed the US support for the efforts made to unify the Libyan army, preserve Libyan sovereignty, and ensure that reconstruction efforts in Derna and other areas affected by the floods are implemented in a timely and transparent manner, based on expert assessments and the needs of the people....One of a series of meetings where US Ambassador to Libya (Norland) met with key leaders in an attempt to mobilise support for UN envoy Bathily's meeting between the main political stakeholders. In this meeting, Norland met with Haftar (LNA leader) to discuss political stalemate",https://libyaobserver.ly/news/us-envoy-reviews-libya-pm-results-his-meetings-benghazi-and-tripoli; https://english.aawsat.com/arab-world/4812186-us-seeks-encourage-libyans-reconciliation-dialogue; https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&page=1,M
LIB202401-27,Libya,620,,Benghazi,LBY,20.0667,32.1167,29,1,2024,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"The head of the United Nations Support Mission in Libya (UNSMIL), Abdoulaye Bathily, discussed with Khalifa Haftar the latest developments in the situation in Libya. This came during a meeting held on Monday in the city of Benghazi, during which Bathily and Haftar reviewed the overall security landscape considering the regional situation and emphasized the need to implement relevant Security Council resolutions pertaining to foreign forces, foreign fighters, and mercenaries to ensure a safe, stable, and prosperous Libya, according to a statement by the UN mission. Both sides agreed on the necessity to accelerate our collective efforts to put the country on the electoral track as soon as possible, and to unify Libyan institutions....Bathily held a series of meetings, including with Haftar on 30 Jan.
UN Special Envoy to Libya Abdoulaye Bathily on Tuesday urged an inclusive approach to advancing national reconciliation for all Libyans. ""I met with Presidency Council Vice-President Abdullah Al-Lafi today in Tripoli. We discussed the national reconciliation process and agreed on the necessity to step up efforts towards an inclusive and methodical approach to advance national reconciliation for all Libyans,"" Bathily said on X. He underlined the UN Support Mission in Libya's backing for the Presidential Council's initiatives, as well as the African Union's commitment to the successful completion of the important project.
Earlier, Bathily also met with Speaker of Libya’s House of Representatives Agila Saleh to discuss the political process. ""I emphasized the need for all leaders to positively engage in the dialogue I have proposed to reach a political settlement to end the stalemate that causes so much suffering to the Libyan people. ""Mr. Saleh shared his perspective and reiterated the necessity for a unified government to oversee elections. I stressed the need for a holistic & consensual solution that ends the transitional period and enables long-term stability,"" Bathily said. During the closed-door meeting in Benghazi, they agreed to intensify consultations to reach a consensus with the other major stakeholders.... Separately, Bathily held consultations with the eastern members of the 5+5 Joint Military Commission in Benghazi. ""We discussed the security and political landscape in Libya and took stock of the current challenges. ""I urged them to step up their efforts to fully implement the ceasefire agreement and stressed the need for all Libyan leaders to support the equal inclusion of all regions in political, economic and security processes pertaining to the country’s future,"" he added....Bathily held a series of meetings, including with Haftar, and with Saleh on 31 Jan. Saleh reiterated his side would not attend UN-brokered dialogue unless government appointed by east-based parliament was present, or both governments were excluded.",https://libyaobserver.ly/inbrief/bathily-haftar-discuss-political-situation-country; https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&page=1,M
LIB202405-29,Libya,620,,Benghazi,LBY,20.0667,32.1167,7,5,2024,Italy,CON_139,CON_139,325,1,Giorgia Meloni,,1,1,0,,,,"After Tripoli, Meloni went to Benghazi to meet with military strongman Khalifa Haftar, who backs Libya's eastern-based administration, ""in accordance with Italy's consolidated commitment to be present throughout Libya and to work with all Libyan actors"", the Italian statement said. ",https://www.france24.com/en/live-news/20240507-italy-pm-meloni-in-libya-to-sign-cooperation-deals,MR
LIB202405-30,Libya,620,,Benghazi,LBY,20.0667,32.1167,31,5,2024,Russia,CON_21,CON_21,365,1,Yunus-bek Yevkurov,,1,1,0,,,,"Russian Foreign Minister Sergei Lavrov and Deputy Defense Minister Yunus Bek Yevkurov are separately visiting key Russian partners in Africa. Yevkurov’s trip began on May 31, when he arrived in eastern Libya, and has continued through at least June 3 with stops in Niger and Mali. Yevkurov pledged to enhance the Libyan National Army’s capabilities during his visit. ...Lavrov’s visit to Africa coincided with Russian Deputy Defence Minister Yunus-Bek Yevkurov’s trip to Libya and Niger. Russia is expected to sign security agreements with Chad, Guinea, Congo, Libya and Niger.",https://www.understandingwar.org/backgrounder/africa-file-special-edition-russian-diplomatic-blitz-highlights-kremlin%E2%80%99s-strategic; https://www.eurasiareview.com/28062024-russias-growing-influence-in-africa-calls-for-more-balanced-partnerships-analysis/,MR
LIB202406-12,Libya,620,,Benghazi,LBY,20.0667,32.1167,,6,2024,United Kingdom,CON_19,CON_19,200,1,Martin Andrew,,1,1,0,,,,"Earlier this month, Martin Andrew, the British ambassador to Libya, met the Libyan army commander in Benghazi to push the view that all parties must participate in the UN political process.",https://wardheernews.com/russia-warships-arrive-in-libya-as-moscow-expands-influence/,MR
LIB202408-22,Libya,620,,Benghazi,LBY,20.0667,32.1167,6,8,2024,Egypt,CON_82,CON_82,651,1,Abbas Kamel,Egyptian Initiative,1,1,0,,,,"Middle East Eye understands that the expulsion of the diplomats was linked to a visit to Benghazi that took place days earlier by Egypt's spy chief Abbas Kamel, who met with Haftar. According to an Egyptian intelligence source, who spoke with MEE on condition of anonymity, Kamel also held unpublicised meetings during this visit with both Osama Hammad, the prime minister of the eastern government, and Aguila Saleh, the speaker of parliament.... “They discussed forming a unified Libyan government that would control all fronts and regions in Libya, with the stipulation that members of this government would not include any former officials,” the source said, explaining that the suggestion was an Egyptian proposal, but that it was only discussed with the Haftar side. From Arabic source: Khalifa Haftar met with the head of the Egyptian General Intelligence Service, Abbas Kamel, the political developments in Libya during his visit to Benghazi. The two parties discussed the political developments of the Libyan crisis, stressing the importance of making every effort to advance the political process in order to hold elections, and to support the efforts made by UNSMIL. ",https://www.middleeasteye.net/news/egypt-intelligence-plan-cairo-friendly-libya-government; https://alwasat.ly/news/libya/447374,M
LIB202409-22,Libya,620,,Tripoli,LBN,35.8344,34.4367,26,9,2024,UNSMIL,IGO_750,IGO_750,,1,Stephanie Koury,UNSMIL process,2+,1,1,,Agreement on the Central Bank,,"Representatives of the Libyan High Council of State and the House of Representatives on Thursday signed an agreement, sponsored by the UN Support Mission in Libya (UNSMIL), to end a crisis related to the central bank governance. According to Stephanie Koury, UNSMIL officer-in-charge, the agreement provides for consultations by the High Council of State and appointment of the governor and deputy governor by the House of Representatives within one week from the signing of the agreement, and a board of directors to be appointed within two weeks from the appointment of the governor.... The agreement also includes provisions on good governance, transparency, and independence concerning the central bank. ""Despite the complex challenges associated with this crisis, this agreement could mark a new beginning for future agreements that the Libyan people aspire to and that Libya urgently requires,"" said Koury during the agreement signing ceremony. Koury called on all parties to constructively engage and collaborate to address outstanding issues through inclusive and meaningful dialogue, paving the way for the unification of institutions and restoring their legitimacy..... UNSMIL announced at a signing ceremony at its Tripoli headquarters yesterday that the House of Representatives and the High State Council had agreed on the consensual appointment of a Central Bank of Libya (CBL) Governor, his Deputy and the Board of Directors. The new temporary CBL Governor will be Naji Issa and his Deputy will be Miree Al-Barasee....UNSMIL facilitated several rounds of talks involving the Presidential Council, HoR, and HSC to resolve the CBL crisis. On 25 September, the mission announced that the parties had reached an agreement on the “procedures, criteria, and timelines” for appointing new CBL leadership by consensus. According to the deal—which was signed the following day on UNSMIL’s premises—the parties agreed to nominate CBL Director of Banking and Monetary Control Naji Mohamed Issa Belqasem as new interim governor, while CBL Deputy Governor Mari Muftah Rahil Barrasi would be nominated to continue in his position. The HoR and HSC were given one week to approve the nominees, after which Belqasem would be given two weeks to nominate a new board of governors.  ",http://www.china.org.cn/world/Off_the_Wire/2024-09/27/content_117453062.htm; https://english.news.cn/africa/20240927/59b56ee176d94ad39dd9543ce10222b5/c.html; https://libyaherald.com/2024/09/agreement-reached-on-appointment-of-cbl-governor-deputy-and-board/; https://www.securitycouncilreport.org/monthly-forecast/2024-10/libya-53.php; ,M
LIB202409-23,Libya,620,,Benghazi,LBY,20.0667,32.1167,23,9,2024,United States,CON_3,CON_3,2,1,Celeste Wallender; Jeremy Berndt; John Brennan,,1,1,0,,,,"In a related meeting in Benghazi, the delegation also held talks with Khalifa Haftar on illegal migration and the conditions for holding elections. US delegation led by Assistant Secretary of Defence for International Security Affairs Celeste Wallander to discuss security cooperation and regional stability. The delegation, which also included AFRICOM Deputy Commander John Brennan and Acting US Ambassador to Libya Jeremy Brint.",https://libyaobserver.ly/news/us-deputy-defence-secretary-meets-dbeibeh-and-haftar-libya,M
LIB202308-23,Libya,620,,Libya,LBY,17,25,,8,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"He recalled his intensified consultations with the President of the Presidential Council, the Prime Minister of the Government of National Unity, the Heads of the House of Representatives and High State Council, and the Commander of the Libyan National Army.  Citing shared written proposals to address the technical flaws and contested aspects of the draft electoral laws, he noted that all Libyan leaders have agreed in principle to amendment of the draft laws, urging the two chambers to finalize and make electoral laws implementable towards a reasonable electoral timeline. Despite persistent resistance towards face-to-face meetings among those who wish to maintain the status quo, he noted that steps are being taken.  The Presidential Council President recently informed him of a meeting to explore concrete progress on the political track, and he urged key political players to meet and agree on politically contested electoral issues towards compromises, avoiding unilateral steps",https://press.un.org/en/2023/sc15392.doc.htm,M
LIB202411-7,Libya,620,,Algiers,DZA,3.0589,36.7539,1,11,2024,Algeria,CON_255,CON_255,615,1,Abdelmajid Tebboune,,1,1,0,,,,"President of the Republic, Abdelmadjid Tebboune, held Friday, in Algiers, one-to-one discussions with the Chairman of Libya’s Presidential Council, El-Menfi.The Chairman of Libya’s Presidential Council attended, earlier this day, in the military parade organized by the People’s National Army, on the occasion of the festivities commemorating the 70th anniversary of the outbreak of the glorious Revolution of 1st November 1954.",https://www.aps.dz:443/en/algeria/54877-president-tebboune-discusses-with-chairman-of-libya-s-presidential-council,MR
